SeqID,DisputeID,Location,EffectiveRows,tab,tabnum,Seder_Hebrew,Seder_Name,Seder_Number,Seder_Translate,Tractate_Name_Hebrew,Chapter,HebrewChapterLocation,Ith_chapter_in_seder,Disputant_1,Disputant_Hebrew_D1,Disputant_Hebrew_D1b,Disputant_Hebrew_D1c,Disputant_2,Disputant_Hebrew_D2,Disputant_Hebrew_D2b,Disputant_Hebrew_D2c,StrictQuestion,MoneyQuestion,OweQuestion,Winner,Result_1,Score_1,AltOwe_1,AltMoney_1,AltStrict_1,Result_2,Score_2,AltOwe_2,AltMoney_2,AltStrict_2,Owe_Result_Score_1,Money_Result_Score_1,Strict_Result_1,Strict_Result_Score_1,Owe_Result_Score_2,Money_Result_Score_2,Strict_Result_2,Strict_Result_Score_2
1286,1601,1:3, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 1,, 1,Rabbi Yehoshua,יהושע,יהושוע,NA,Ben Bathyra,בן בתירה,בן בתירא,NA,1,0,0,Ben Bathyra,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1287,1602,1:4, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 1,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1287,1603,1:4, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 1,, 1,Tanna Kama,NA,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Chumra 0.5,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1287,1604,1:4, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 1,, 1,Rabbi Shimon,שמעון,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,0,0,Rabbi Shimon,Kula 0.0,0,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1288,1605,2:1, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 2,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1289,1606,2:5, 2,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 2,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1290,1607,3:3, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 3,, 1,Tanna Kama,NA,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1291,1608,3:6, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 3,, 1,Rabbi Yehuda,יהודה,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1292,1609,4:1, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 4,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1293,1610,4:3, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 4,, 1,Rabbi Meir,מאיר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1294,1611,4:3, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 4,, 1,Rabbi Shimon,שמעון,NA,NA,Rabbi Meir,מאיר,NA,NA,1,0,0,Rabbi Shimon,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1295,1612,4:4, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 4,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1296,1613,4:5, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 4,, 1,Rabbi Shimon,שמעון,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1297,1614,4:5, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 4,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Shimon,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1298,1615,4:6, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 4,, 1,Tanna Kama,NA,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1300,1616,6:1, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 6,, 1,Rabbi Yossi,NA,NA,NA,Rabbi Yossi ben Yehuda,NA,NA,NA,1,0,0,Rabbi Yossi,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1301,1617,6:7, 2,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 6,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1302,1618,7:4, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 7,, 1,Rabbi Eliezer,אליעזר,NA,NA,Rabbi Yehoshua,יהושע,יהושוע,NA,1,0,0,Rabbi Yehoshua,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1303,1619,7:6, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 7,, 1,Rabbi Meir,מאיר,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Meir,Kula 0.0,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1303,1620,7:6, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 7,, 1,Rabbi Meir,מאיר,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Kula 0.0,0,NA,NA, 0,Chumra 0.5,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1303,1621,7:6, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 7,, 1,Rabbi Yehuda,יהודה,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Chumra 1.0,0,NA,NA, 1,Chumra 0.5,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1304,1622,8:3, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1305,1623,8:4, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,0,0,0,Chachamim,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1306,1624,8:5, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,0,0,0,Chachamim,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,1625,8:6, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1308,1626,8:7, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1309,1627,8:8, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1310,1628,8:9, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1311,1629,8:10, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Eliezer,אליעזר,NA,NA,Rabbi Yehoshua,יהושע,יהושוע,NA,1,0,0,Rabbi Yehoshua,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1312,1630,8:11, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Akiva,עקיבא,עקיבה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1312,1631,8:11, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Akiva,עקיבא,עקיבה,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Rabbi Akiva,Chumra 1.0,0,NA,NA, 1,Chumra 0.5,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1312,1632,8:11, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Chachamim,חכמים,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Chachamim,Kula 0.0,1,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1313,1633,8:12, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Yossi Haglili,NA,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1314,1634,8:12, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Elazar,אלעזר,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Elazar,Chumra 1.0,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1314,1635,8:12, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Elazar,אלעזר,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Yehuda,Chumra 1.0,0,NA,NA, 1,Chumra 0.5,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1314,1636,8:12, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 8,, 1,Rabbi Shimon,שמעון,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Yehuda,Kula 0.0,0,NA,NA, 0,Chumra 0.5,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1315,1637,9:1, 2,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 9,, 1,Rabbi Yehoshua,יהושע,יהושוע,NA,Rabbi Gamliel,גמליאל,NA,NA,1,0,0,Rabbi Yehoshua,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1316,1638,9:2, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 9,, 1,Rabbi Yehuda,יהודה,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Yehuda,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1317,1639,9:3, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 9,, 1,Tanna Kama,NA,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1317,1640,9:3, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 9,, 1,Tanna Kama,NA,NA,NA,Rabbi Chanina Sgan Hacohanim,חנינא סגן הכהנים,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Chumra 0.5,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1317,1641,9:3, 3,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים, 9,, 1,Rabbi Akiva,עקיבא,עקיבה,NA,Rabbi Chanina Sgan Hacohanim,חנינא סגן הכהנים,NA,NA,1,0,0,Rabbi Akiva,Kula 0.0,0,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1318,1642,10:6, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,10,, 1,Rabbi Meir,מאיר,NA,NA,Chachamim,חכמים,NA,NA,0,0,0,Chachamim,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1319,1643,10:7, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,10,, 1,Rabbi Shimon,שמעון,NA,NA,Rabbi Meir,מאיר,NA,NA,1,0,0,Rabbi Meir,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1320,1644,10:8, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,10,, 1,Rabbi Shimon,שמעון,NA,NA,Rabbi Tarfon,טרפון,NA,NA,0,0,0,Rabbi Tarfon,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321,1645,11:3, 2,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,11,, 1,Rabbi Yehuda,יהודה,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,0,0,Rabbi Yehuda,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1322,1646,11:7, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,11,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1323,1647,11:7, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,11,, 1,Rabbi Tarfon,טרפון,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1324,1648,12:6, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,12,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1325,1649,13:1, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,13,, 1,Tanna Kama,NA,NA,NA,Rabbi Yossi Haglili,NA,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1326,1650,13:2, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,13,, 1,Tanna Kama,NA,NA,NA,Rabbi Yossi Haglili,NA,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1327,1651,13:3, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,13,, 1,Rabbi Shimon,שמעון,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1328,1652,13:3, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,13,, 1,Rabbi Yossi,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Yossi,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1329,1653,13:4, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,13,, 1,Tanna Kama,NA,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1330,1654,13:6, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,13,, 1,Tanna Kama,NA,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1331,1655,13:6, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,13,, 1,Tanna Kama,NA,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1335,1659,14:2, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,14,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1336,1660,14:2, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,14,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1337,1661,14:2, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,14,, 1,Rabbi Shimon,שמעון,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1338,1662,14:10, 1,זבחים41,41,קדשים,Kodashim,5,Holy things,זבחים,14,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Tanna Kama,,0,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,1663,1:2, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 1,, 2,Tanna Kama,NA,NA,NA,Ben Bathyra,בן בתירה,בן בתירא,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1340,1664,1:4, 2,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 1,, 2,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1341,1665,2:1, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 2,, 2,Rabbi Yossi,NA,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Rabbi Yossi,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1342,1666,2:2, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 2,, 2,Rabbi Yossi,NA,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1343,1667,2:2, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 2,, 2,Rabbi Yehuda,יהודה,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1345,1669,2:5, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 2,, 2,Rabbi Meir,מאיר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1346,1670,2:5, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 2,, 2,Rabbi Meir,מאיר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1347,1671,3:1, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 3,, 2,Tanna Kama,NA,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1348,1672,3:2, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 3,, 2,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1349,1673,3:4, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 3,, 2,Rabbi Eliezer,אליעזר,NA,NA,Rabbi Yehoshua,יהושע,יהושוע,NA,1,0,0,Rabbi Eliezer,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1350,1674,3:4, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 3,, 2,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Chumra 1.0,0,NA,NA, 1,NA,NA, 1,1.0,NA,NA, 1,1.0
1351,1675,3:7, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 3,, 2,Tanna Kama,NA,NA,NA,Rabbi Yishmael,ישמעאל,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1353,1677,4:3, 2,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 4,, 2,Rabbi Akiva,עקיבא,עקיבה,NA,Ben Nannas,בן ננס,NA,NA,0,0,0,Rabbi Akiva,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,1678,4:4, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 4,, 2,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1356,1680,4:5, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 4,, 2,Rabbi Shimon,שמעון,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Yehuda,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1357,1681,5:1, 3,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 5,, 2,Rabbi Meir,מאיר,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Rabbi Yehuda,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1357,1682,5:1, 3,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 5,, 2,Rabbi Meir,מאיר,NA,NA,Stam,NA,NA,NA,0,0,0,Rabbi Meir,,0,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1357,1683,5:1, 3,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 5,, 2,Rabbi Yehuda,יהודה,NA,NA,Stam,NA,NA,NA,0,0,0,Rabbi Yehuda,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1358,1684,5:5, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 5,, 2,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1360,1686,5:8, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 5,, 2,Rabbi Yossi Haglili,NA,NA,NA,Rabbi Chanina ben Gamliel,NA,NA,NA,0,0,0,Rabbi Chanina ben Gamliel,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1361,1687,5:9, 1,מנחות42,42,קדשים,Kodashim,5,Holy things,מנחות, 5,, 2,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
